RB_LE5OPX,
1.821,0.316273
1.822,0.316015
1.823,0.316163
1.824,0.315045
1.825,0.3146
1.826,0.3149
1.827,0.315122
1.828,0.315222
1.829,0.314906
1.83,0.31484
1.831,0.314897
1.832,0.314765
1.833,0.315043
1.834,0.314634
1.835,0.314553
1.836,0.314113
1.837,0.31638
1.838,0.318011
1.839,0.320412
1.84,0.321895
1.841,0.317796
1.842,0.314089
1.843,0.314376
1.844,0.316918
1.845,0.316687
1.846,0.315712
1.847,0.315535
1.848,0.315845
1.849,0.316366
1.85,0.317616
1.851,0.315151
1.852,0.316966
1.853,0.315525
1.854,0.314358
1.855,0.313903
1.856,0.315686
1.857,0.313968
1.858,0.31417
1.859,0.315884
1.86,0.316568
1.861,0.316688
1.862,0.315056
1.863,0.31708
1.864,0.31524
1.865,0.315048
1.866,0.316885
1.867,0.315685
1.868,0.315056
1.869,0.316034
1.87,0.318224
1.871,0.317842
1.872,0.318367
1.873,0.316957
1.874,0.316589
1.875,0.316647
1.876,0.31843
1.877,0.317905
1.878,0.316471
1.879,0.316472
1.88,0.315261
1.881,0.316045
1.882,0.314888
1.883,0.314691
1.884,0.316006
1.885,0.316404
1.886,0.318413
1.887,0.315131
1.888,0.316534
1.889,0.315578
1.89,0.316156
1.891,0.314804
1.892,0.316809
1.893,0.317383
1.894,0.315006
1.895,0.316453
1.896,0.314418
1.897,0.316406
1.898,0.316375
1.899,0.313298
1.9,0.315172
1.901,0.313988
1.902,0.317402
1.903,0.313846
1.904,0.31665
1.905,0.315902
1.906,0.317504
1.907,0.321198
1.908,0.323832
1.909,0.326503
1.91,0.324587
1.911,0.318543
1.912,0.31799
1.913,0.31754
1.914,0.32127
1.915,0.319127
1.916,0.319774
1.917,0.319577
1.918,0.319694
1.919,0.321204
1.92,0.319837
1.921,0.324425
1.922,0.324369
1.923,0.323839
1.924,0.324129
1.925,0.326851
1.926,0.325235
1.927,0.322974
1.928,0.324565
1.929,0.327311
1.93,0.327765
1.931,0.326143
1.932,0.325764
1.933,0.324516
1.934,0.322379
1.935,0.327302
1.936,0.326497
1.937,0.328701
1.938,0.327358
1.939,0.329732
1.94,0.32893
1.941,0.331229
1.942,0.328478
1.943,0.330028
1.944,0.32958
1.945,0.32911
1.946,0.330859
1.947,0.331483
1.948,0.333851
1.949,0.331097
1.95,0.331616
1.951,0.332182
1.952,0.332226
1.953,0.333052
1.954,0.333641
1.955,0.333434
1.956,0.333961
1.957,0.333538
1.958,0.333158
1.959,0.33509
1.96,0.334615
1.961,0.336259
1.962,0.336204
1.963,0.337294
1.964,0.339214
1.965,0.335764
1.966,0.337382
1.967,0.33707
1.968,0.336185
1.969,0.337134
1.97,0.339971
1.971,0.338898
1.972,0.33733
1.973,0.338342
1.974,0.33833
1.975,0.339228
1.976,0.339365
1.977,0.340212
1.978,0.340902
1.979,0.344363
1.98,0.346906
1.981,0.345055
1.982,0.341315
1.983,0.342311
1.984,0.344442
1.985,0.343638
1.986,0.344209
1.987,0.345226
1.988,0.345455
1.989,0.34485
1.99,0.345102
1.991,0.346331
1.992,0.346669
1.993,0.347153
1.994,0.347219
1.995,0.349486
1.996,0.351096
1.997,0.35083
1.998,0.350895
1.999,0.351047
2,0.351465
2.001,0.35214
2.002,0.353197
2.003,0.353422
2.004,0.35377
2.005,0.353253
2.006,0.353423
2.007,0.355003
2.008,0.355893
2.009,0.356784
2.01,0.356901
2.011,0.357436
2.012,0.357939
2.013,0.358549
2.014,0.357953
2.015,0.357568
2.016,0.359212
2.017,0.360579
2.018,0.36051
2.019,0.360631
2.02,0.361346
2.021,0.36177
2.022,0.361658
2.023,0.361978
2.024,0.360964
2.025,0.362483
2.026,0.365559
2.027,0.366296
2.028,0.364316
2.029,0.364376
2.03,0.36544
2.031,0.365913
2.032,0.368236
2.033,0.37051
2.034,0.369195
2.035,0.36957
2.036,0.369023
2.037,0.368753
2.038,0.368504
2.039,0.369275
2.04,0.370126
2.041,0.371541
2.042,0.371145
2.043,0.371514
2.044,0.374425
2.045,0.373598
2.046,0.375843
2.047,0.377134
2.048,0.379779
2.049,0.3813
2.05,0.381466
2.051,0.377926
2.052,0.37687
2.053,0.380057
2.054,0.380463
2.055,0.383638
2.056,0.382804
2.057,0.382133
2.058,0.382098
2.059,0.382507
2.06,0.383163
2.061,0.386301
2.062,0.385595
2.063,0.387145
2.064,0.38904
2.065,0.384988
2.066,0.388897
2.067,0.389144
2.068,0.3883
2.069,0.385412
2.07,0.386435
2.071,0.388114
2.072,0.390906
2.073,0.394366
2.074,0.39023
2.075,0.393315
2.076,0.391898
2.077,0.393488
2.078,0.39626
2.079,0.400563
2.08,0.396651
2.081,0.39734
2.082,0.397007
2.083,0.397474
2.084,0.398951
2.085,0.398887
2.086,0.402447
2.087,0.398329
2.088,0.403613
2.089,0.401833
2.09,0.403471
2.091,0.405438
2.092,0.405711
2.093,0.404901
2.094,0.406123
2.095,0.407828
2.096,0.405162
2.097,0.408305
2.098,0.410368
2.099,0.408861
2.1,0.407112
2.101,0.410759
2.102,0.412076
2.103,0.41164
2.104,0.412329
2.105,0.414321
2.106,0.411403
2.107,0.412471
2.108,0.411624
2.109,0.413355
2.11,0.416062
2.111,0.419742
2.112,0.412152
2.113,0.417307
2.114,0.41911
2.115,0.416214
2.116,0.418778
2.117,0.42048
2.118,0.423414
2.119,0.422759
2.12,0.429854
2.121,0.425677
2.122,0.425797
2.123,0.426645
2.124,0.425275
2.125,0.424571
2.126,0.425976
2.127,0.427369
2.128,0.431104
2.129,0.430418
2.13,0.430933
2.131,0.431761
2.132,0.429125
2.133,0.431097
2.134,0.434672
2.135,0.438201
2.136,0.433365
2.137,0.437245
2.138,0.435378
2.139,0.437295
2.14,0.43536
2.141,0.433205
2.142,0.436089
2.143,0.44131
2.144,0.444377
2.145,0.437927
2.146,0.444945
2.147,0.444275
2.148,0.446886
2.149,0.441093
2.15,0.443752
2.151,0.444334
2.152,0.444479
2.153,0.446322
2.154,0.447368
2.155,0.447308
2.156,0.448729
2.157,0.451485
2.158,0.452132
2.159,0.450392
2.16,0.449749
2.161,0.451201
2.162,0.453133
2.163,0.456593
2.164,0.456634
2.165,0.454994
2.166,0.455631
2.167,0.454931
2.168,0.456418
2.169,0.458329
2.17,0.458527
2.171,0.460145
2.172,0.459598
2.173,0.459034
2.174,0.459485
2.175,0.458286
2.176,0.459227
2.177,0.46187
2.178,0.463421
2.179,0.462067
2.18,0.462392
2.181,0.46484
2.182,0.465472
2.183,0.465765
2.184,0.467247
2.185,0.468561
2.186,0.468087
2.187,0.468881
2.188,0.470444
2.189,0.476201
2.19,0.475488
2.191,0.467687
2.192,0.468222
2.193,0.469323
2.194,0.470441
2.195,0.471829
2.196,0.470907
2.197,0.474171
2.198,0.476188
2.199,0.478769
2.2,0.478419
2.201,0.474349
2.202,0.472532
2.203,0.476402
2.204,0.477356
2.205,0.477081
2.206,0.477957
2.207,0.47923
2.208,0.4798
2.209,0.481323
2.21,0.480209
2.211,0.477818
2.212,0.477305
2.213,0.479693
2.214,0.481283
2.215,0.479199
2.216,0.483587
2.217,0.485443
2.218,0.485826
2.219,0.48468
2.22,0.483426
2.221,0.483686
2.222,0.48622
2.223,0.488982
2.224,0.486823
2.225,0.487905
2.226,0.491286
2.227,0.490751
2.228,0.489148
2.229,0.490677
2.23,0.489945
2.231,0.489103
2.232,0.490248
2.233,0.490939
2.234,0.49414
2.235,0.492918
2.236,0.497295
2.237,0.495398
2.238,0.493741
2.239,0.492473
2.24,0.491052
2.241,0.491727
2.242,0.494741
2.243,0.49959
2.244,0.493384
2.245,0.49232
2.246,0.496254
2.247,0.495977
2.248,0.4979
2.249,0.495212
2.25,0.499731
2.251,0.499682
2.252,0.499594
2.253,0.498226
2.254,0.501406
2.255,0.497368
2.256,0.498886
2.257,0.501107
2.258,0.500067
2.259,0.509695
2.26,0.509697
2.261,0.505552
2.262,0.495715
2.263,0.502667
2.264,0.501028
2.265,0.500999
2.266,0.4985
2.267,0.501874
2.268,0.504793
2.269,0.495717
2.27,0.500192
2.271,0.498349
2.272,0.502766
2.273,0.498593
2.274,0.508145
2.275,0.500366
2.276,0.497015
2.277,0.503463
2.278,0.504828
2.279,0.500971
2.28,0.496348
2.281,0.499846
2.282,0.500228
2.283,0.501734
2.284,0.503536
2.285,0.50311
2.286,0.493853
2.287,0.499708
2.288,0.502581
2.289,0.493629
2.29,0.497336
2.291,0.496862
2.292,0.489028
2.293,0.488083
2.294,0.495154
2.295,0.489894
2.296,0.48656
2.297,0.501912
2.298,0.493822
2.299,0.493845
2.3,0.490683
2.301,0.491726
2.302,0.492972
2.303,0.490247
2.304,0.494091
2.305,0.496805
2.306,0.497771
2.307,0.500276
2.308,0.489939
2.309,0.49334
2.31,0.498145
2.311,0.497024
2.312,0.496278
2.313,0.499144
2.314,0.502248
2.315,0.502896
2.316,0.499725
2.317,0.500888
2.318,0.500097
2.319,0.498958
2.32,0.504045
2.321,0.498407
2.322,0.503289
2.323,0.501505
2.324,0.502526
2.325,0.501074
2.326,0.508456
2.327,0.503697
2.328,0.516885
2.329,0.516826
2.33,0.520535
2.331,0.511975
2.332,0.515722
2.333,0.520399
2.334,0.522791
2.335,0.517937
2.336,0.515191
2.337,0.518741
2.338,0.522937
2.339,0.524995
2.34,0.528048
2.341,0.529855
2.342,0.515971
2.343,0.519814
2.344,0.523322
2.345,0.529526
2.346,0.534679
2.347,0.526049
2.348,0.525795
2.349,0.525313
2.35,0.527756
2.351,0.526073
2.352,0.533723
2.353,0.536849
2.354,0.536016
2.355,0.52601
2.356,0.535329
2.357,0.538143
2.358,0.530106
2.359,0.535866
2.36,0.528552
2.361,0.530715
2.362,0.531898
2.363,0.522943
2.364,0.523638
2.365,0.523043
2.366,0.52905
2.367,0.535862
2.368,0.541635
2.369,0.529841
2.37,0.532023
2.371,0.530431
2.372,0.529066
2.373,0.532806
2.374,0.527661
2.375,0.529206
2.376,0.537865
2.377,0.536471
2.378,0.533369
2.379,0.52795
2.38,0.524139
2.381,0.525243
2.382,0.529495
2.383,0.534629
2.384,0.526633
2.385,0.520852
2.386,0.522829
2.387,0.516122
2.388,0.518089
2.389,0.527064
2.39,0.524708
2.391,0.519594
2.392,0.522351
2.393,0.519141
2.394,0.521909
2.395,0.530725
2.396,0.526165
2.397,0.526766
2.398,0.532741
2.399,0.540389
2.4,0.544589
2.401,0.539056
2.402,0.537613
2.403,0.53502
2.404,0.534972
2.405,0.542555
2.406,0.540678
2.407,0.54295
2.408,0.536491
2.409,0.531787
2.41,0.535678
2.411,0.541031
2.412,0.547199
2.413,0.548452
2.414,0.545964
2.415,0.547634
2.416,0.551317
2.417,0.551094
2.418,0.54884
2.419,0.549591
2.42,0.543608
2.421,0.540642
2.422,0.547447
2.423,0.542658
2.424,0.535682
2.425,0.537404
2.426,0.535986
2.427,0.536783
2.428,0.54538
2.429,0.541353
2.43,0.5355
2.431,0.537253
2.432,0.539726
2.433,0.545999
2.434,0.547573
2.435,0.54194
2.436,0.539402
2.437,0.541264
2.438,0.545919
2.439,0.544729
2.44,0.545085
2.441,0.542066
2.442,0.543114
2.443,0.553402
2.444,0.543592
2.445,0.55036
2.446,0.547455
2.447,0.542923
2.448,0.54663
2.449,0.543524
2.45,0.519531
2.451,0.523439
2.452,0.552861
2.453,0.564092
2.454,0.543424
2.455,0.548592
2.456,0.555337
2.457,0.55493
2.458,0.561896
2.459,0.538401
2.46,0.537368
2.461,0.53747
2.462,0.555087
2.463,0.547663
2.464,0.543779
2.465,0.54452
2.466,0.547417
2.467,0.552358
2.468,0.552954
2.469,0.565002
2.47,0.575637
2.471,0.544864
2.472,0.548777
2.473,0.559785
2.474,0.540223
2.475,0.540143
2.476,0.537076
2.477,0.547885
2.478,0.556886
2.479,0.571134
2.48,0.565603
2.481,0.574076
2.482,0.534917
2.483,0.547754
2.484,0.571021
2.485,0.555574
2.486,0.547515
2.487,0.558561
2.488,0.550557
2.489,0.532307
2.49,0.538015
2.491,0.545468
2.492,0.524234
2.493,0.546041
2.494,0.525397
2.495,0.51815
2.496,0.519841
2.497,0.530099
2.498,0.524457
2.499,0.559377
2.5,0.546674

