BRU_LE3CPX_0,
1.835,0.815825
1.836,0.815905
1.837,0.815325
1.838,0.815502
1.839,0.816023
1.84,0.816312
1.841,0.815777
1.842,0.814282
1.843,0.814225
1.844,0.814129
1.845,0.814325
1.846,0.813841
1.847,0.813265
1.848,0.812199
1.849,0.811947
1.85,0.81247
1.851,0.810274
1.852,0.812341
1.853,0.811465
1.854,0.812462
1.855,0.8108
1.856,0.809631
1.857,0.809219
1.858,0.80991
1.859,0.80842
1.86,0.807469
1.861,0.808058
1.862,0.807288
1.863,0.806074
1.864,0.805145
1.865,0.806353
1.866,0.806173
1.867,0.806198
1.868,0.807269
1.869,0.808412
1.87,0.806263
1.871,0.805416
1.872,0.802868
1.873,0.803181
1.874,0.802183
1.875,0.800387
1.876,0.800011
1.877,0.80027
1.878,0.798259
1.879,0.796555
1.88,0.796426
1.881,0.79626
1.882,0.79116
1.883,0.793165
1.884,0.79142
1.885,0.789134
1.886,0.790513
1.887,0.788201
1.888,0.784564
1.889,0.785972
1.89,0.783918
1.891,0.779286
1.892,0.780224
1.893,0.778247
1.894,0.776545
1.895,0.774414
1.896,0.772819
1.897,0.773139
1.898,0.771492
1.899,0.773231
1.9,0.766073
1.901,0.76386
1.902,0.763234
1.903,0.764941
1.904,0.762572
1.905,0.759985
1.906,0.760854
1.907,0.760086
1.908,0.760359
1.909,0.757727
1.91,0.757542
1.911,0.755204
1.912,0.756577
1.913,0.759858
1.914,0.75625
1.915,0.754111
1.916,0.756437
1.917,0.757449
1.918,0.75653
1.919,0.757948
1.92,0.757692
1.921,0.755272
1.922,0.757905
1.923,0.756621
1.924,0.759346
1.925,0.757577
1.926,0.75852
1.927,0.756772
1.928,0.758799
1.929,0.758896
1.93,0.760724
1.931,0.758956
1.932,0.757681
1.933,0.757565
1.934,0.757428
1.935,0.757476
1.936,0.758398
1.937,0.760697
1.938,0.760584
1.939,0.761754
1.94,0.760565
1.941,0.76097
1.942,0.761079
1.943,0.759884
1.944,0.761462
1.945,0.757272
1.946,0.7577
1.947,0.75799
1.948,0.75698
1.949,0.76025
1.95,0.759706
1.951,0.761843
1.952,0.759493
1.953,0.762199
1.954,0.764121
1.955,0.762051
1.956,0.760038
1.957,0.758274
1.958,0.758814
1.959,0.760025
1.96,0.760261
1.961,0.759802
1.962,0.760403
1.963,0.760061
1.964,0.761462
1.965,0.759656
1.966,0.75726
1.967,0.757545
1.968,0.758947
1.969,0.760953
1.97,0.762855
1.971,0.762144
1.972,0.761179
1.973,0.761221
1.974,0.76098
1.975,0.761745
1.976,0.759576
1.977,0.758629
1.978,0.757949
1.979,0.758667
1.98,0.758888
1.981,0.758962
1.982,0.757683
1.983,0.758132
1.984,0.758508
1.985,0.759034
1.986,0.757492
1.987,0.757398
1.988,0.757555
1.989,0.756472
1.99,0.757371
1.991,0.757811
1.992,0.757536
1.993,0.757402
1.994,0.758766
1.995,0.758758
1.996,0.759903
1.997,0.758991
1.998,0.757145
1.999,0.757769
2,0.758348
2.001,0.758533
2.002,0.757467
2.003,0.756035
2.004,0.756065
2.005,0.755794
2.006,0.755303
2.007,0.755297
2.008,0.756229
2.009,0.755822
2.01,0.755347
2.011,0.754439
2.012,0.753111
2.013,0.753949
2.014,0.754181
2.015,0.751958
2.016,0.753198
2.017,0.753762
2.018,0.754181
2.019,0.754712
2.02,0.753423
2.021,0.752824
2.022,0.751843
2.023,0.752857
2.024,0.753433
2.025,0.751767
2.026,0.751662
2.027,0.751748
2.028,0.753034
2.029,0.752721
2.03,0.751402
2.031,0.750128
2.032,0.752034
2.033,0.753542
2.034,0.750699
2.035,0.750589
2.036,0.748982
2.037,0.74836
2.038,0.748187
2.039,0.748838
2.04,0.750979
2.041,0.747578
2.042,0.749171
2.043,0.748522
2.044,0.750263
2.045,0.748746
2.046,0.74569
2.047,0.743896
2.048,0.746793
2.049,0.745942
2.05,0.747647
2.051,0.747242
2.052,0.746454
2.053,0.744973
2.054,0.747093
2.055,0.747333
2.056,0.744842
2.057,0.742208
2.058,0.744185
2.059,0.74406
2.06,0.74304
2.061,0.743026
2.062,0.742903
2.063,0.743529
2.064,0.743725
2.065,0.740955
2.066,0.744512
2.067,0.742773
2.068,0.741046
2.069,0.739421
2.07,0.739651
2.071,0.736012
2.072,0.736329
2.073,0.741192
2.074,0.736563
2.075,0.737315
2.076,0.737304
2.077,0.738121
2.078,0.736691
2.079,0.739352
2.08,0.73707
2.081,0.736833
2.082,0.737656
2.083,0.733536
2.084,0.735503
2.085,0.730208
2.086,0.731396
2.087,0.732172
2.088,0.735511
2.089,0.730606
2.09,0.732485
2.091,0.734926
2.092,0.737512
2.093,0.731869
2.094,0.732936
2.095,0.728532
2.096,0.732007
2.097,0.732251
2.098,0.730318
2.099,0.735747
2.1,0.72729
2.101,0.734718
2.102,0.72918
2.103,0.732047
2.104,0.732363
2.105,0.734055
2.106,0.725299
2.107,0.727346
2.108,0.730136
2.109,0.726829
2.11,0.727477
2.111,0.728448
2.112,0.727797
2.113,0.724628
2.114,0.726133
2.115,0.724014
2.116,0.727688
2.117,0.725222
2.118,0.730097
2.119,0.725701
2.12,0.72755
2.121,0.723283
2.122,0.726801
2.123,0.729879
2.124,0.721691
2.125,0.722628
2.126,0.721427
2.127,0.720748
2.128,0.726927
2.129,0.720594
2.13,0.721412
2.131,0.722018
2.132,0.722946
2.133,0.720103
2.134,0.720748
2.135,0.724546
2.136,0.719749
2.137,0.717808
2.138,0.718624
2.139,0.721091
2.14,0.721144
2.141,0.718785
2.142,0.713841
2.143,0.722133
2.144,0.718938
2.145,0.716019
2.146,0.715595
2.147,0.716068
2.148,0.719595
2.149,0.718687
2.15,0.719559
2.151,0.721604
2.152,0.716144
2.153,0.716424
2.154,0.713054
2.155,0.711173
2.156,0.714059
2.157,0.717564
2.158,0.715153
2.159,0.713733
2.16,0.712292
2.161,0.713962
2.162,0.716413
2.163,0.721185
2.164,0.721979
2.165,0.714981
2.166,0.71215
2.167,0.711472
2.168,0.712102
2.169,0.71199
2.17,0.710973
2.171,0.71245
2.172,0.713239
2.173,0.713816
2.174,0.713421
2.175,0.710109
2.176,0.711038
2.177,0.713309
2.178,0.714144
2.179,0.71012
2.18,0.710996
2.181,0.71246
2.182,0.713507
2.183,0.710784
2.184,0.710531
2.185,0.712336
2.186,0.711235
2.187,0.707998
2.188,0.706076
2.189,0.709618
2.19,0.706738
2.191,0.7054
2.192,0.706452
2.193,0.70385
2.194,0.706028
2.195,0.706121
2.196,0.705784
2.197,0.707233
2.198,0.709078
2.199,0.709108
2.2,0.705394
2.201,0.704074
2.202,0.704444
2.203,0.707386
2.204,0.70811
2.205,0.705252
2.206,0.703148
2.207,0.703167
2.208,0.70455
2.209,0.704408
2.21,0.703074
2.211,0.699124
2.212,0.698082
2.213,0.704267
2.214,0.702894
2.215,0.699119
2.216,0.700294
2.217,0.698231
2.218,0.700234
2.219,0.697936
2.22,0.694883
2.221,0.697765
2.222,0.701317
2.223,0.702581
2.224,0.700198
2.225,0.701059
2.226,0.698311
2.227,0.698901
2.228,0.699211
2.229,0.701678
2.23,0.698438
2.231,0.695114
2.232,0.696533
2.233,0.703277
2.234,0.697788
2.235,0.695424
2.236,0.697175
2.237,0.695538
2.238,0.694442
2.239,0.691875
2.24,0.694646
2.241,0.691828
2.242,0.691631
2.243,0.697564
2.244,0.693919
2.245,0.689522
2.246,0.687776
2.247,0.694958
2.248,0.696209
2.249,0.69465
2.25,0.699422
2.251,0.6934
2.252,0.693651
2.253,0.694836
2.254,0.69867
2.255,0.693932
2.256,0.695766
2.257,0.694171
2.258,0.689601
2.259,0.695908
2.26,0.6968
2.261,0.698162
2.262,0.686894
2.263,0.687968
2.264,0.692842
2.265,0.692742
2.266,0.694331
2.267,0.693064
2.268,0.699819
2.269,0.68353
2.27,0.689153
2.271,0.68471
2.272,0.693407
2.273,0.691862
2.274,0.695497
2.275,0.69247
2.276,0.686535
2.277,0.689384
2.278,0.688122
2.279,0.691167
2.28,0.689815
2.281,0.686551
2.282,0.69687
2.283,0.693246
2.284,0.694621
2.285,0.691495
2.286,0.68389
2.287,0.688614
2.288,0.690721
2.289,0.682686
2.29,0.683392
2.291,0.68894
2.292,0.683591
2.293,0.683926
2.294,0.68802
2.295,0.680233
2.296,0.674436
2.297,0.685435
2.298,0.680676
2.299,0.68149
2.3,0.681921
2.301,0.687425
2.302,0.692479
2.303,0.692815
2.304,0.678067
2.305,0.680398
2.306,0.68221
2.307,0.690235
2.308,0.687039
2.309,0.690141
2.31,0.692548
2.311,0.682982
2.312,0.674964
2.313,0.687778
2.314,0.686561
2.315,0.68225
2.316,0.67961
2.317,0.680012
2.318,0.689795
2.319,0.684876
2.32,0.68629
2.321,0.683519
2.322,0.685331
2.323,0.687472
2.324,0.688915
2.325,0.692263
2.326,0.688033
2.327,0.681509
2.328,0.682618
2.329,0.676689
2.33,0.690748
2.331,0.676919
2.332,0.689686
2.333,0.684616
2.334,0.689426
2.335,0.687249
2.336,0.679676
2.337,0.684206
2.338,0.691165
2.339,0.694965
2.34,0.695081
2.341,0.687901
2.342,0.681204
2.343,0.688249
2.344,0.689578
2.345,0.686772
2.346,0.70114
2.347,0.693276
2.348,0.692554
2.349,0.690032
2.35,0.697174
2.351,0.695079
2.352,0.697204
2.353,0.695228
2.354,0.689939
2.355,0.690328
2.356,0.697768
2.357,0.692157
2.358,0.689276
2.359,0.696612
2.36,0.69778
2.361,0.689673
2.362,0.684722
2.363,0.685111
2.364,0.676455
2.365,0.674869
2.366,0.683066
2.367,0.695773
2.368,0.701617
2.369,0.68676
2.37,0.691687
2.371,0.697865
2.372,0.691395
2.373,0.69689
2.374,0.683463
2.375,0.684452
2.376,0.707975
2.377,0.695281
2.378,0.68212
2.379,0.690646
2.38,0.697064
2.381,0.687664
2.382,0.681482
2.383,0.685498
2.384,0.685977
2.385,0.685613
2.386,0.685046
2.387,0.682243
2.388,0.685329
2.389,0.68867
2.39,0.687674
2.391,0.691345
2.392,0.696196
2.393,0.687643
2.394,0.681346
2.395,0.689482
2.396,0.696079
2.397,0.69516
2.398,0.69089
2.399,0.689693
2.4,0.695031
2.401,0.700175
2.402,0.704944
2.403,0.692059
2.404,0.692895
2.405,0.699222
2.406,0.692835
2.407,0.697114
2.408,0.700753
2.409,0.693271
2.41,0.69195
2.411,0.687842
2.412,0.690615
2.413,0.698944
2.414,0.692608
2.415,0.689833
2.416,0.695558
2.417,0.711369
2.418,0.718525
2.419,0.707237
2.42,0.691388
2.421,0.685379
2.422,0.69851
2.423,0.699
2.424,0.699106
2.425,0.687817
2.426,0.691596
2.427,0.70066
2.428,0.705354
2.429,0.694226
2.43,0.689432
2.431,0.691426
2.432,0.692972
2.433,0.688646
2.434,0.694396
2.435,0.691713
2.436,0.678817
2.437,0.68388
2.438,0.694037
2.439,0.689006
2.44,0.685327
2.441,0.692726
2.442,0.713603
2.443,0.726789
2.444,0.704983
2.445,0.696075
2.446,0.700763
2.447,0.700196
2.448,0.703757
2.449,0.723528
2.45,0.690181
2.451,0.687292
2.452,0.697262
2.453,0.700009
2.454,0.692034
2.455,0.697997
2.456,0.705653
2.457,0.725622
2.458,0.713471
2.459,0.691089
2.46,0.715442
2.461,0.703308
2.462,0.697318
2.463,0.695389
2.464,0.705417
2.465,0.68128
2.466,0.691327
2.467,0.716997
2.468,0.715093
2.469,0.723015
2.47,0.711986
2.471,0.710275
2.472,0.702984
2.473,0.727595
2.474,0.721269
2.475,0.697452
2.476,0.703211
2.477,0.691544
2.478,0.713662
2.479,0.727759
2.48,0.698322
2.481,0.72024
2.482,0.716689
2.483,0.699607
2.484,0.724967
2.485,0.712331
2.486,0.710514
2.487,0.704308
2.488,0.705451
2.489,0.696487
2.49,0.711923
2.491,0.713587
2.492,0.712902
2.493,0.728247
2.494,0.689802
2.495,0.710056
2.496,0.691412
2.497,0.713023
2.498,0.687239
2.499,0.706844
2.5,0.726148

